Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
2526,-4.04984,2.111127,4.1812,3.771689,4.964904,-0.074193,2.981051,0.008839,4.814734,-2.944638,-4.019124,-0.453804,2.768311,-1.278747,-2.907188,4.424926,1.912636,1.761527,-2.000839,1.796362,3.093174,-2.702679,2.252275,4.621815,2.872161,2.420825,-4.771597,1.124594,487.95
2527,-0.825055,0.389506,-2.416867,-1.293284,0.684117,2.819698,4.653583,0.215473,-1.919304,3.13505,-2.863335,1.223258,-3.485065,4.974083,-4.990485,2.501074,4.900105,3.273561,-4.302176,4.638919,1.393428,0.718727,2.735726,-1.684955,-4.703329,-1.210014,-2.905295,4.565459,77.67
2528,2.140374,2.201441,2.828852,2.766521,2.320741,-4.671149,2.939569,0.952372,-0.266751,3.003779,-1.469917,2.705459,-4.063254,0.350639,-2.698892,0.112784,0.150043,0.136206,3.140317,-2.903771,-2.76598,4.090925,3.409581,-3.688762,0.650574,1.231263,-4.471775,3.624368,123.23
2529,0.345606,-0.682978,-0.636834,0.934561,-1.728041,2.307356,1.16774,3.955584,-4.75746,-2.855813,2.872763,-4.562224,-1.955067,-4.08476,-3.443496,-3.866674,1.756936,3.949408,-0.767448,3.127011,-0.808922,-2.760343,1.067391,-0.52564,-1.562931,-0.86603,3.883429,-2.947452,198.52
2530,-4.699763,4.986593,-4.364096,1.73259,-1.241729,2.672445,1.005549,3.741731,3.881069,-2.153231,-2.603284,-4.771576,2.2133,-3.06131,1.726932,-3.777598,1.028639,-3.683694,2.785669,-1.80132,3.057716,3.642285,-4.897368,-0.810854,-4.538059,3.152586,-2.00384,3.513763,421.45
2531,-3.5721,0.139417,3.492957,-4.622089,-0.652084,0.254267,1.653935,-0.017902,0.465442,1.372159,-2.247752,-2.671603,4.996399,-0.93458,-4.647243,4.417983,-3.035305,1.959616,-2.236306,-0.041476,-0.754446,-0.607863,1.320044,-0.279337,0.044977,-2.214256,0.372467,-3.171042,1.06
2532,3.699778,0.129155,-1.037014,1.051563,-3.753202,2.454855,-3.776131,-3.073621,-0.149427,-0.747043,3.577105,-0.181585,3.809316,-2.916144,4.440613,-2.887613,-2.324277,-2.428872,-1.71268,-1.395719,-4.067767,-0.245272,1.180844,-2.208403,-2.721894,1.894938,3.379134,0.028636,6.09
2533,-2.700503,-1.991405,2.963848,-3.841685,1.876623,-1.447007,-1.266921,4.988871,-4.452915,-2.789539,-4.436792,-0.156779,-1.430072,-2.522026,0.582284,3.597778,0.79248,1.236609,-0.731795,0.819541,-0.255638,1.254961,-0.855231,3.856167,-0.758614,0.798049,4.607967,-4.622466,80.67
2534,-2.375816,-3.314421,0.559394,2.548025,3.137054,-2.072478,4.996677,-4.78558,-1.74502,1.717133,0.378391,4.872098,1.629653,4.581292,1.974042,-3.785048,-4.275686,4.392524,2.897018,-3.909711,2.609938,0.598586,-2.87034,-2.611727,-3.382097,0.804385,3.382239,1.240949,300.21
2535,-4.318857,-2.829073,-3.005422,-1.584479,-4.839893,-0.167178,0.07031,-3.447597,0.160679,1.519076,2.973962,0.154642,3.348362,0.327761,-2.297915,-0.201941,-0.254537,2.679393,4.56447,-0.277135,-2.732725,-2.871088,2.369727,-1.915472,1.887171,-1.14053,4.696845,-4.067866,143.29
2536,4.716772,-4.681294,-4.299813,2.130603,-1.535468,-3.732049,0.748571,-3.659884,-0.433226,-1.334086,-0.875106,3.404893,-4.430464,-1.87153,0.195426,-2.474435,-0.247673,-0.773847,-2.572023,-4.513623,-4.553399,-4.9414,2.328957,-4.187938,2.301078,-2.042809,1.553277,-4.986693,431.79
2537,-2.351216,1.503142,-0.426644,-3.718275,4.126005,2.314834,3.920718,-2.672713,-1.370758,3.32663,2.964959,-1.733223,-3.82069,4.613981,-2.686766,-2.398067,1.505496,2.30024,0.36647,-0.718156,2.388675,1.42084,4.03478,-1.243229,-3.818014,3.8575,-0.481384,3.120773,499.95
2538,1.430995,-4.047477,-4.831149,4.509661,-3.495153,-1.455268,-3.702207,0.974226,-4.64999,-0.687093,2.301166,-2.377769,-3.111126,3.784605,-4.392021,2.415043,-1.228748,-3.163353,4.559057,4.858273,-1.872673,-4.051987,-3.290482,-0.147647,-3.963016,3.431131,4.165135,4.935338,425.46
2539,-1.569228,3.338386,0.13653,-3.374722,2.339762,-0.28866,3.648623,-3.386757,4.253927,2.573243,2.249082,4.162089,3.782838,4.202123,-1.429404,4.491225,2.024136,-1.661149,-4.119491,-2.312337,0.49925,-1.444314,3.023324,-4.539225,0.763329,-0.532783,-2.109372,3.077393,487.94
2540,-2.798471,4.178057,-3.164297,1.948655,-3.255206,-0.082216,-1.717981,-3.230693,-1.240335,4.856824,-1.168591,-0.457521,-0.959012,-0.698359,-0.585294,0.990342,0.31078,2.26278,-2.112802,-3.07264,4.135814,4.445286,2.956752,0.298061,-2.721002,-1.902359,-2.228082,1.078669,231.0
2541,-2.006312,2.524599,0.330055,2.966276,-3.954312,-0.739098,-1.27022,-2.546183,0.766146,0.4938,-3.540125,-2.89898,-4.630925,-0.712202,0.354209,-3.166012,-2.152678,-2.955637,-0.802484,-4.00877,-2.402358,1.926259,1.154913,-0.177242,2.305152,1.820663,0.819857,3.519581,498.08
2542,1.72969,-3.098985,-2.985864,2.697272,2.861149,-0.006694,-3.727248,3.753656,0.357803,-4.425228,1.975597,-0.657356,-0.829941,4.337583,3.113363,4.203329,-2.922593,3.723102,3.42429,3.60737,2.850294,-2.267032,-2.150538,2.354773,2.593382,-4.055941,-0.970749,0.538261,292.99
2543,-2.571337,-0.805095,-1.326909,-1.721991,-1.494788,-1.56879,4.526537,-1.883918,-3.894973,-2.158475,-4.821887,4.938044,3.661178,2.677962,-3.601679,-2.09656,2.467722,-3.971863,3.111218,2.331755,2.880852,0.652012,1.255205,-3.695585,-1.985257,-4.794867,3.37702,-1.624923,277.54
2544,-4.201834,-3.066899,4.195885,-0.298146,0.182901,1.617455,-2.94803,-2.966168,-2.387337,4.686009,2.358898,4.325578,1.713625,1.46892,0.130064,4.408874,-3.063738,1.646132,0.613093,2.98316,3.162858,-3.839733,3.333836,-0.326004,3.126345,4.954982,2.820546,-4.912204,151.53
2545,1.298677,0.911569,4.420751,4.254046,0.264574,-3.296919,-2.398665,1.801362,3.455871,2.855935,1.438759,4.219913,3.472504,0.225113,-3.391031,-0.590266,3.640649,-3.21548,-2.943474,-4.191956,1.403552,4.724709,-4.944382,-4.538736,-3.724509,4.450914,4.892251,-3.836551,274.53
2546,1.021724,0.122574,-0.327108,-3.844952,-3.252222,-0.346333,4.905678,4.278804,-2.539021,-1.665715,-0.504166,4.324231,-3.909757,-4.731187,1.271046,-4.254327,2.633461,4.18147,-1.002154,0.090578,2.498914,1.352455,3.575146,-2.919506,3.565252,-4.653973,-3.065173,-2.188036,219.63
2547,-3.372527,3.6781,-0.808715,-0.567965,2.858821,1.372285,-4.992101,-1.592472,-4.711537,4.734353,1.322641,1.643201,-0.178536,-0.947238,3.440707,0.65993,-1.760528,2.705671,-3.278338,1.618292,-4.191208,4.785547,-4.374496,1.671908,-3.616804,-3.08269,-2.278919,2.820284,148.93
2548,2.488375,-3.488094,-1.466964,-3.879885,3.181348,2.519324,2.024351,0.729921,0.982279,2.250551,-4.56376,3.225296,1.06061,2.746223,-4.478949,-0.234274,2.696568,-1.324921,-4.615381,0.825359,-2.65803,-4.853653,4.793605,-0.295144,-1.668238,4.251573,-1.84739,-2.387358,16.69
2549,-3.252032,-2.295424,-0.836156,1.730823,-1.814663,3.519089,-3.931008,1.39219,-3.717952,-2.139568,2.876407,4.448468,0.776571,-1.345665,-3.558437,-0.088352,-1.495091,-2.675932,1.882975,-1.247184,-0.980187,-1.587159,-3.386745,-0.371295,-2.477646,4.147962,1.554145,-1.549054,445.35
2550,4.369663,-2.039295,3.42134,-0.620142,3.435483,-3.136824,-4.629227,-3.382426,2.387583,4.802707,4.089387,-1.52912,3.308605,2.553666,0.202022,4.470963,-0.507046,1.954492,-4.293388,4.870211,-3.96266,2.629615,0.730807,4.541004,-3.122316,1.573147,0.278208,1.039418,182.45
2551,3.99703,-0.027848,3.794827,3.744712,-4.163553,-3.032496,-0.141608,2.168719,0.286575,0.08434,-1.282999,2.158531,-2.177375,3.210134,-2.391784,-1.622494,0.480579,-4.003288,-2.6219,-3.461994,3.137132,4.98749,-4.976423,4.911262,-4.082215,-1.084577,-2.00733,2.345142,136.55
2552,0.891529,-3.508415,2.185049,0.655356,-3.512536,0.922791,3.188986,2.38541,1.76225,-1.676208,0.373502,-0.415824,-4.389251,-3.243317,4.800688,-4.529798,-1.043368,4.292536,0.887577,-2.805033,3.12239,-0.829065,-3.057608,4.295186,-3.88509,-0.167018,2.282034,-1.091324,335.76
2553,1.226743,4.674419,2.810646,-1.106255,4.441062,-3.016315,0.196995,3.200068,0.150272,-1.673061,-2.346442,4.543291,-2.121391,3.08007,3.921969,1.708871,-4.834427,-4.139127,1.782776,3.187438,-3.216157,4.766611,-3.500377,2.301965,3.511057,-0.647074,-0.89807,4.79007,92.04
2554,4.776516,-2.820271,0.562251,4.432077,4.092016,-2.262768,0.145414,1.03104,3.755007,3.625237,-4.905371,-3.951491,-4.052365,-1.787193,-2.69702,2.14594,0.634662,-2.689488,4.806479,-1.178171,0.294087,0.844072,1.262981,-0.586025,2.553211,-3.317819,-3.473857,1.638758,462.03
2555,2.815845,-4.810609,-1.031172,-2.127318,-2.225142,0.020168,-4.40771,1.265924,2.843838,3.100932,0.366156,-2.45345,-2.230784,2.15622,2.207269,1.368397,0.576785,-3.801009,-2.97448,2.912811,-2.668223,2.460718,0.010173,-2.290394,4.458571,4.604821,2.533035,0.786592,349.12
2556,-1.671059,-2.983699,-1.670404,0.485578,-2.583797,-1.550533,0.750683,-4.953723,-2.37801,0.658978,-3.570321,3.84381,1.732771,-0.970402,4.133483,2.185399,3.229349,-3.22344,-1.048906,3.822744,1.03396,-0.423163,-2.043279,2.443922,-4.177604,-1.64163,0.851964,-4.960951,139.87
2557,1.245593,-4.815312,1.004286,2.515385,0.372302,-0.776785,-4.67571,0.209096,1.96054,-2.241348,0.091223,3.994024,-0.457474,-0.46111,2.365947,4.179326,2.142282,2.450388,4.036679,-0.148072,-4.08641,1.976109,-1.793494,0.843781,-4.433592,-2.941044,4.90856,3.644996,48.59
2558,-4.744427,-4.524329,-1.520791,-3.328168,1.538417,-1.697925,1.746481,1.505893,-3.978774,-1.389805,-3.319473,-3.454303,-3.78092,-0.179526,-0.558198,-3.853052,1.910028,3.607686,4.644271,2.249708,-0.535,-0.137639,1.968317,1.908502,2.556938,-2.315376,2.489996,-3.663759,274.27
2559,0.405656,2.277276,2.621159,4.727513,-2.403936,3.424607,-0.062267,0.909802,1.289052,-4.048285,0.137831,2.583356,-4.18678,-3.719512,-1.37815,-1.575905,-0.847269,-3.05047,-0.061136,-3.02964,-1.17941,-3.897297,-2.193071,-4.645661,3.350756,1.689134,-3.352204,-0.218332,89.28
2560,-0.34134,-0.33426,1.532737,-4.181032,-4.24624,1.31249,-0.937691,-4.817028,2.088452,-3.836123,-2.876957,2.645565,4.448942,3.022916,-2.459295,-2.6546,4.176474,-4.812676,-3.004471,-2.308134,-2.2401,-2.004115,-2.665821,3.04029,-3.095127,1.036785,-0.16817,-3.014631,319.43
2561,3.802654,-2.557568,-2.574225,1.01661,-1.280549,4.101144,-4.483453,2.062501,-0.83694,-3.460192,-2.188836,-2.757246,-0.754113,-2.730867,-2.01783,3.069676,-2.244512,-3.117674,4.507068,-0.74228,-0.702546,2.995965,-3.032056,-2.017161,-1.377629,-2.678956,2.279129,-4.571583,34.17
2562,4.604202,-1.87161,-3.789456,1.649953,-4.375458,0.391974,-3.266347,4.89938,-2.067877,-0.581264,-1.76641,-0.386287,0.233237,-1.101654,3.77347,-4.949879,-2.792578,-1.882965,3.432507,1.873001,0.78803,-1.984066,1.256122,-1.173982,-3.860386,-2.908448,-0.485169,3.863562,304.13
2563,-4.834249,4.284597,3.081853,-0.651671,-1.050949,-1.987308,-4.610413,1.590045,1.44052,0.924119,-4.401937,2.922028,-1.575044,-0.876262,0.572171,4.046576,-0.262641,2.201733,-2.082977,-3.082159,1.551204,0.564747,0.942,-1.339323,1.057227,3.739629,3.064931,4.72492,415.61
2564,-0.172143,4.070584,-4.459281,-0.687945,-4.962069,3.74235,-3.617628,4.145001,1.322279,1.591464,0.711685,0.597355,-3.045243,-1.03024,-1.819607,-4.927866,-4.373293,-3.759983,-0.929084,2.173482,4.674458,-2.962656,-4.981976,2.696346,-4.378904,-2.129034,0.684397,-8.7e-05,14.44
2565,2.342241,4.314414,-0.528168,0.549264,-3.460033,-4.873845,4.57782,-3.459289,-4.325686,-1.329072,2.95883,4.443072,-4.025493,-0.31899,-4.887285,0.813387,0.675895,4.178745,-3.672318,2.658226,2.735186,1.190951,-3.138026,-3.184467,-3.987822,2.779534,1.316067,3.720138,111.7
2566,3.797407,-2.69312,-1.598224,0.327637,-0.311872,4.485733,-4.68508,0.383968,2.159522,-4.67206,4.288325,-1.456931,2.846454,-0.079491,-0.111909,-0.940618,-2.005653,-2.039723,3.393009,-3.400599,-2.197622,0.828817,0.954137,0.53347,1.315361,-3.2228,4.967623,-2.001335,205.75
2567,-4.8983,0.66835,1.404438,1.485111,4.53639,-3.171656,-4.800291,-2.442314,-0.13688,1.956309,-3.930541,0.279553,-4.42943,1.429627,-2.81463,-3.578287,-3.900089,-4.712905,1.630986,4.089281,-0.212792,3.804931,-3.537904,4.549207,-4.687722,-4.645818,2.786469,-0.318519,493.77
2568,-3.315374,0.671761,-1.380863,2.21552,2.606363,2.928164,-0.564139,4.812588,-0.994387,4.895552,4.559148,3.252904,1.460548,4.740996,-0.420723,0.123981,-1.463004,-1.849949,-1.70185,-4.40188,-3.502556,-0.22494,-4.33608,0.020621,-1.905493,-2.676234,4.465382,0.143532,352.52
2569,-4.179597,0.636221,2.505492,-3.217375,-1.037295,1.710442,0.865112,-2.799792,-4.850928,1.322543,4.361341,-1.863449,0.223881,1.179686,0.537983,1.195102,-2.657712,-0.826008,1.848251,0.618327,-3.209254,2.710151,4.14479,4.352373,-0.286326,2.340055,2.445367,0.374567,231.3
2570,-3.538965,1.532917,-2.087893,1.064745,-1.637162,-2.713788,4.461254,1.125922,-0.861995,0.843857,-4.520042,3.086329,-2.566283,-0.233125,-2.015369,-1.166133,1.817552,2.092401,2.669771,3.550041,1.127695,-3.694687,-3.00533,1.854209,-1.22571,2.401249,-0.736107,-0.451972,140.76
2571,-2.306885,-3.341965,-0.607194,2.438595,3.564498,-3.549426,3.758942,-1.801815,4.201524,1.395875,-3.114537,0.253977,-3.710842,3.322741,2.869826,-4.249599,-1.538509,-4.616944,4.97952,2.640545,-2.87898,0.968914,-3.768642,-2.492104,0.70174,-3.874291,-4.710553,-1.473653,211.09
2572,-2.835804,-3.240917,-1.115345,-4.016725,-2.438901,-1.827777,1.783878,-0.502436,-1.729276,0.277838,1.881698,4.005514,-1.280565,-1.013229,-1.735422,4.72691,-2.970272,-3.875617,1.432214,-3.413588,3.914472,4.578084,-4.028834,-0.933505,-3.543884,-2.161356,3.972805,1.477281,20.97
2573,0.362594,-2.775971,3.866281,4.504552,-3.347768,-1.731572,4.139687,-2.106755,2.919361,3.559285,2.420213,-4.634284,2.040256,0.761194,-2.100723,-3.95978,-1.302448,-0.702398,4.514685,1.109836,-0.812183,-4.615501,1.622208,-3.278468,0.426914,2.589191,-1.627911,-1.853793,348.65
2574,-0.387156,1.553068,-3.45287,-2.337726,-4.384865,-0.862434,-2.522333,1.738354,2.960871,-2.542995,1.567603,-0.634974,-4.213063,-3.990867,0.584003,-3.596845,-0.13986,-4.768234,-1.814966,3.687288,-0.258822,-2.151182,-1.221014,2.23122,1.30771,2.411535,-4.042574,3.843107,370.3
2575,4.740923,-0.39131,-0.598004,4.918167,3.638019,4.970096,1.808626,-3.701832,-4.978399,-0.13923,-2.491063,-3.305944,4.434585,1.353224,4.548117,3.461348,-3.307233,3.127457,-1.540105,-4.535763,2.934221,0.547702,-1.122485,0.55417,3.432109,4.308779,4.152045,-1.402537,331.36
2576,-2.355382,0.82618,2.019472,-3.120801,-2.451673,2.187667,1.165438,3.464131,1.898627,2.772763,-4.795685,-1.95356,-4.844692,2.591811,-3.431107,0.824131,-0.160178,-3.009244,-1.854309,-3.503888,2.642484,1.406603,2.184093,-0.954778,3.457012,1.257217,-4.929793,4.324989,387.58
2577,-0.384745,1.732996,4.182479,-1.581396,3.39793,-0.441983,-3.022526,0.566801,-2.550907,-4.818196,-3.142614,-4.846538,-3.582896,4.151599,-3.854849,-1.836772,-0.25117,-3.74279,2.668271,-1.208148,-4.883297,0.559336,3.174759,-1.44685,-4.165396,-0.201746,3.849461,4.744405,270.48
2578,-4.016038,-3.973155,3.745537,0.623859,-2.02819,1.361784,4.213398,-2.690192,4.551512,3.968553,-0.613293,-4.835975,-1.399676,-1.700116,4.95756,3.089436,-4.489446,4.583016,-1.777307,-3.089342,0.933928,-3.757842,-3.220732,-2.101414,-1.134388,0.203697,-1.136433,1.407517,436.22
2579,3.462545,-4.09023,4.924566,0.778305,2.37227,-1.566493,-4.890071,-3.632667,0.905473,-4.644686,-2.307969,-2.285947,-3.683074,-0.535665,-2.282162,-0.884389,3.096115,2.259828,-1.452451,-4.239463,1.806896,3.295788,-3.100941,-4.302746,4.829384,4.334297,-1.066174,-0.68468,448.09
2580,0.412513,-4.945059,2.821292,2.416084,-2.550643,0.676287,-0.465035,-1.100721,-0.759755,-2.916431,1.1045,-4.286727,-0.928265,-1.411666,-1.077497,0.598678,2.39794,-1.567778,3.518736,4.419489,-1.004505,2.37922,-3.647112,-2.947233,-3.138627,-2.818341,2.170748,-4.149544,185.69
2581,2.613009,-2.813927,-3.482908,4.538892,-4.737893,0.702316,-3.641019,-0.029075,1.327187,-0.772434,-2.121525,-3.381059,-1.726445,-1.533263,-1.367206,-2.542596,3.492059,-2.503703,0.884121,-1.191124,-3.605156,3.459188,-4.224433,-3.456555,-2.479889,-4.946029,0.603655,-4.300265,469.6
2582,-0.395463,-2.318408,-2.03457,1.215348,-4.704298,1.438407,-2.622287,-0.62774,-0.664772,-1.831154,0.249698,4.740251,2.320842,-4.44133,4.45539,2.021192,3.750125,-4.544681,-0.325804,0.850091,2.003326,3.365221,3.718069,-0.700605,2.924005,2.918083,0.970786,-0.855905,18.58
2583,0.48115,1.704493,-2.977117,-3.402144,4.724268,-3.470475,-0.77706,-4.748487,3.804956,0.869216,-1.797995,-2.847427,-3.667357,-3.287482,-2.836854,0.776939,-4.412836,-4.184953,4.753056,-1.267146,4.304884,-0.481973,4.699831,-2.704509,-0.996364,-2.905612,2.451661,1.776534,307.73
2584,-2.060101,1.050365,2.822439,2.83272,-0.146785,-3.187726,-3.156321,3.760443,1.165341,1.424898,3.016436,-1.210937,-0.399017,-3.179669,-2.072377,-1.355003,-0.138022,-3.168469,-4.545165,1.078869,-0.573821,2.659585,0.775122,-1.260893,-3.315645,4.414708,4.659954,3.629694,160.41
2585,-4.157356,0.231558,0.254607,-3.491101,-4.908898,-4.92132,2.087302,2.749254,-2.171331,0.52689,-2.209396,-0.131885,-1.826405,-2.017103,0.641833,2.317628,-0.349786,-1.316928,-0.54934,2.639411,4.087999,-0.878127,-0.214394,-3.516522,-2.174924,1.216482,2.172901,-0.717104,394.63
2586,-4.657739,-4.640072,3.06859,-3.406194,-3.105182,-4.013626,-4.339893,-0.949665,-3.52716,1.511578,-2.169483,2.780581,3.765502,-1.377065,1.871308,-1.198564,-4.226462,-4.426932,-0.784234,3.264183,-2.395629,4.800742,3.985445,3.961703,-4.274108,2.708125,4.567345,-3.832506,343.55
2587,4.711352,-2.786747,-4.921906,2.359475,-4.993631,-2.598971,-1.376415,2.826122,-4.32691,1.089007,4.734248,2.37722,-0.176334,-2.083816,0.96512,-4.086365,-1.75982,-2.365698,-0.535962,3.161379,-4.174717,-0.163852,2.442615,-4.401581,2.750988,-3.524603,3.883509,1.701028,240.55
2588,-1.654198,-2.334295,-2.486328,0.261794,3.932514,3.762367,2.038396,-4.508307,4.729258,0.882292,-0.412546,-4.404383,-2.128309,1.213177,-1.585332,1.373296,3.503705,4.687628,3.639848,-3.93625,4.501417,1.182354,2.292142,-1.275953,-4.998838,-3.168455,-2.059139,-4.072164,3.3
2589,1.363587,-2.946939,-4.477112,2.583298,1.409812,-0.121289,-2.242279,-3.431817,-4.583639,-2.7256,1.439457,4.234239,-4.586125,4.204858,-2.79193,4.426327,4.853536,-0.919922,-0.163105,-1.033695,1.612581,4.437852,0.047377,-3.747462,0.382462,-3.961017,-1.505268,2.742974,75.96
2590,-2.011572,0.975218,-0.338272,-3.651635,4.220176,2.837916,4.233833,2.758457,3.493185,-0.946696,1.209148,0.401313,1.506874,-1.169326,3.779544,0.588571,2.23083,0.389642,-4.951419,-4.893639,-0.481732,2.512838,1.615855,0.205678,3.503238,4.113105,0.869303,-4.602367,55.51
2591,-4.314555,4.728939,-0.893639,0.988547,3.051174,-2.159346,-3.148481,-4.673386,-4.564735,-3.033972,-3.605462,3.327412,1.498016,-2.465508,-1.915476,-2.734368,-2.774209,-3.795913,-0.997575,4.518915,-0.646515,-3.393178,-4.800949,3.709179,-3.711598,4.790966,-3.926781,4.861422,288.37
2592,1.595178,-4.204503,0.058193,-2.377633,1.750121,3.771746,-1.887795,3.39716,-3.977955,4.97704,3.620838,-0.470944,3.345198,-3.024738,0.000322,-1.263817,3.567111,1.601061,-0.666198,-2.524025,3.599329,-4.231585,-2.550354,-3.204352,-3.809899,-3.724637,3.270142,-2.479158,462.99
2593,-3.868284,0.138606,1.233065,-2.046314,3.108105,-2.520473,-1.736055,0.38234,2.651823,-1.629818,-2.164019,1.978521,-0.323152,-2.27598,2.622597,4.76545,3.00547,-1.40074,1.851041,-4.851436,3.429673,0.628704,2.685129,-0.659463,-2.278337,3.516698,4.931817,-4.040404,8.6
2594,0.855482,-3.48644,-1.079412,3.728494,2.435869,0.357365,-0.401104,-2.090139,-1.241451,2.668444,-2.50392,-0.296681,-3.283382,-1.405113,2.078093,2.350371,-3.89701,-1.395535,-1.921828,4.126037,0.844848,-0.090006,0.095669,-1.27976,0.229037,3.962519,-1.649779,1.268339,338.44
2595,1.042877,-4.733806,2.272481,-4.881897,-2.930024,-0.972384,-3.57253,-4.810335,-2.565906,4.435073,-1.875614,4.708744,2.063084,-4.628614,0.436333,0.188707,2.021499,-3.962461,4.236287,2.25649,0.134575,-3.497297,-4.938934,4.856503,1.603079,-4.458339,-2.989806,3.491739,84.39
2596,1.166215,1.119851,-1.113064,4.983822,-1.879868,3.336422,3.847886,4.025365,3.761611,2.553404,-3.98199,-1.381924,3.486,1.810174,2.350819,1.116452,0.206726,-0.608747,-0.012032,-4.487295,2.411896,-2.406461,-1.091801,1.129332,2.637945,0.459023,-2.201521,-4.795028,421.49
2597,0.592415,0.56412,-0.155797,4.398831,1.296257,2.786036,1.138993,-2.345408,3.915527,2.064669,-3.340263,-2.200667,1.911368,4.805652,1.233574,2.713568,-1.034852,2.89937,2.906137,3.150413,-2.516227,4.138722,0.965339,4.92436,3.801303,-0.394207,-3.77831,3.273577,232.52
2598,0.912451,2.859354,-1.795292,-1.021121,2.763547,-1.825519,3.15972,1.504603,-0.068775,0.565521,-3.817904,-0.212318,-1.424152,2.436887,-4.406675,0.395933,1.558864,-1.781226,1.543733,2.599643,-4.299707,1.57569,-0.846029,-3.834996,3.038634,4.398726,2.272279,-2.923149,134.51
2599,-1.653984,0.388392,3.904797,-0.687652,-0.786934,2.93949,-0.496123,3.437335,-0.994653,2.100245,4.690188,-0.238227,-0.739762,3.163536,2.884629,3.913041,2.127746,-1.103783,-1.372898,-4.858347,-0.864745,-1.750405,-3.80194,-2.158037,0.012519,0.058567,4.525452,4.503294,91.13
2600,-2.343388,4.96181,3.98609,-0.474624,0.035267,0.463588,1.351066,-1.773556,-1.555511,2.543749,-0.939213,-4.548564,-3.938967,-3.461795,3.707299,3.034402,4.233544,-4.340322,-2.665849,1.209522,-0.340922,-0.270627,-1.305002,4.421423,4.089845,1.035103,-4.662689,-3.453479,173.4
2601,3.270103,4.081855,-0.473511,-3.00292,3.873197,-2.591198,1.900206,-2.430751,-0.702885,-1.76487,-4.835757,-4.4996,4.492892,-4.282037,-3.278138,-1.176633,3.875411,-3.781676,-4.612551,2.981002,0.309461,-2.803148,3.449173,3.176623,-1.078376,1.253591,1.406423,0.956299,205.14
2602,-2.828498,2.651405,-2.924638,3.527247,1.685649,1.825687,3.795289,1.861529,-1.978195,2.764716,-2.443904,-0.213464,-1.035373,2.776857,1.14907,4.57347,-4.594117,3.960258,1.279625,4.485431,1.570452,-2.548712,4.329772,2.950761,-4.325844,2.515655,1.832854,0.68053,328.63
2603,1.156795,3.359453,-2.125502,-2.80016,0.897382,-3.890458,3.879696,2.043879,2.343495,-3.078293,-4.02166,-3.927475,1.734819,-3.8036,3.292536,2.74729,0.576393,-2.955772,-1.513774,-4.755073,-4.966136,-2.618427,-0.550376,3.16501,2.499606,-0.8168,-0.99207,-3.210126,82.39
2604,-2.152416,-3.134149,-4.124881,1.588771,2.083952,3.257584,4.192249,4.089949,-0.988059,0.750376,-3.553337,-2.943552,-3.23545,-3.341138,4.96597,2.838273,4.248264,4.682172,4.828499,2.094608,4.610079,1.368546,1.535633,-4.64443,-4.087529,-2.05929,-1.601432,0.772806,452.81
2605,-2.048677,-1.720588,-4.088898,-1.890105,0.643644,0.072741,-2.892848,0.568456,3.849287,-1.946763,-0.172425,-0.246978,-1.656935,-1.071553,-4.655146,-3.626967,3.233308,-2.756312,3.536586,3.664789,2.833194,-1.281017,3.80538,-3.806343,2.373808,2.103473,1.379927,2.720092,386.74
2606,-2.685826,-3.741385,-4.79603,2.245502,-0.820486,-0.398756,-0.864839,3.309084,0.500069,-0.883216,0.024509,3.677138,-3.021441,-3.751434,2.391594,-4.634915,-1.983811,-4.85041,1.829809,3.254894,-1.530255,4.436517,-3.504601,4.798851,-4.846325,1.047154,1.360548,-4.254667,28.74
2607,2.860494,4.5503,-0.917802,-4.230228,-0.452545,-4.931733,-2.328095,-3.42875,-4.357916,0.049839,-3.906253,-0.540156,-1.553716,-2.09647,-4.376333,-0.205777,-1.912382,-1.504922,-2.879997,3.757565,-4.951444,3.007012,-0.887423,3.058086,-0.093334,-4.728555,-4.446039,-0.10508,307.11
2608,-4.520753,-1.502006,-4.707966,-4.610702,-3.310003,2.42423,3.44614,1.677769,4.628334,2.256232,2.713416,-4.851347,1.945258,3.29255,3.048009,-0.82901,0.964541,-1.26948,-1.494007,1.995609,-4.901017,4.582706,-2.772592,0.388803,4.363769,-4.713104,2.34058,-3.627474,48.23
2609,4.365357,-2.739645,1.900817,3.099369,-1.01754,3.444663,-1.127587,3.255412,1.475591,-4.808569,-4.93656,0.664906,-1.832295,2.716637,-1.809476,4.203716,-3.995366,3.255257,-3.041056,-1.572707,3.911422,-4.305304,4.564292,3.72671,-2.759225,1.440496,0.614895,-3.683102,16.08
2610,-2.611861,-0.54099,0.826089,0.579539,-1.509262,-4.384744,-3.623098,4.542851,1.511621,4.981328,0.293255,-4.5107,-2.076569,0.969981,4.09534,-0.302612,1.764954,-1.566033,4.523012,1.330845,-1.049236,3.441049,-2.583904,-1.058882,3.998689,-1.182618,4.62421,-3.855299,452.03
2611,-4.567228,-1.457249,-0.000279,2.772648,1.575205,-4.925664,-2.556254,-3.368808,-2.34152,-3.109487,0.023595,-0.038286,3.668616,2.772082,-1.479626,2.41743,-0.716649,4.855809,1.352258,-2.681013,-2.467199,-1.53653,-4.498226,-2.272297,2.596145,-4.214961,-4.627548,1.362726,198.11
